-68,89,1
-68,-69,0
-68,6,1
-68,-72,0
-67,-54,0
-67,-32,0
-66,-9,1
-66,10,0
-66,43,0
-66,-82,0
-66,-22,1
-65,-40,0
-65,83,0
-65,-91,0
-65,-61,0
-65,-73,0
-65,78,0
-64,-48,0
-64,81,1
-64,76,0
-64,-47,0
-64,22,1
-63,-40,0
-63,71,0
-63,30,0
-62,47,1
-62,98,0
-62,-81,1
-61,-91,0
-61,99,0
-61,18,0
-61,-29,0
-61,-44,0
-60,-94,0
-60,2,0
-60,98,0
-60,-51,0
-60,-82,0
-60,-7,0
-59,10,1
-59,-32,0
-59,26,1
-59,15,0
-59,-98,0
-59,-60,0
-58,49,1
-58,-18,0
-58,-80,0
-58,-81,0
-58,63,1
-58,-84,0
-57,-4,1
-57,-72,1
-57,-77,0
-57,-51,0
-56,-11,0
-56,38,1
-56,-9,0
-56,44,1
-56,42,0
-56,-96,0
-55,-6,0
-55,77,0
-54,-94,0
-54,-15,1
-54,-72,0
-54,-11,1
-54,-40,0
-54,16,1
-54,99,0
-54,-99,1
-54,-16,0
-54,-4,1
-53,5,0
-53,-39,1
-53,80,0
-53,-99,0
-52,-66,0
-52,33,0
-52,-41,0
-51,29,1
-51,86,0
-51,11,1
-50,95,1
-50,20,0
-49,3,1
-49,-10,0
-49,-74,1
-49,63,0
-49,56,1
-49,50,0
-49,7,1
-49,45,0
-49,-60,0
-48,67,0
-48,-86,1
-48,-91,0
-48,25,1
-48,-47,0
-48,57,1
-48,-28,0
-48,54,0
-48,-88,0
-47,20,1
-47,54,0
-47,-23,1
-47,-39,0
-47,90,0
-47,-79,0
-47,22,0
-47,-18,0
-46,-33,1
-46,-87,0
-46,56,1
-46,-67,0
-46,-99,1
-46,-97,0
-46,-83,0
-45,-90,0
-45,-78,0
-45,42,0
-45,-81,0
-45,30,0
-45,48,0
-44,15,0
-44,24,0
-44,-80,0
-43,-93,1
-43,-10,0
-43,85,0
-43,-9,0
-43,15,1
-43,74,0
-43,39,0
-42,-90,0
-42,-25,0
-42,-66,0
-42,0,0
-42,-42,0
-42,62,1
-41,53,0
-41,-51,0
-41,-62,0
-40,47,1
-40,13,0
-40,-89,0
-39,-88,1
-39,-42,0
-38,45,0
-38,63,0
-38,-56,1
-38,-14,0
-38,43,1
-38,8,0
-38,-15,1
-38,60,0
-38,15,0
-38,-67,0
-37,65,1
-37,87,0
-37,-25,1
-37,-42,0
-37,96,1
-37,-31,0
-37,89,1
-37,-37,0
-37,-70,1
-37,-45,0
-37,-97,0
-36,61,0
-36,-50,1
-36,7,0
-36,76,1
-35,76,0
-35,-47,1
-35,-85,0
-35,-13,1
-35,21,1
-35,-59,0
-35,-1,0
-35,-91,0
-33,16,0
-33,11,0
-33,-39,0
-33,-66,0
-33,71,0
-32,87,0
-32,42,0
-32,26,0
-32,-30,0
-31,-45,0
-31,31,0
-31,10,0
-30,-68,0
-29,20,0
-29,68,0
-28,-94,0
-28,30,1
-28,99,0
-28,-52,0
-27,-13,0
-27,-64,1
-27,-56,0
-27,-2,0
-27,-77,0
-27,-65,1
-26,-6,0
-26,64,1
-26,-89,1
-26,46,0
-26,11,1
-26,-15,0
-26,-9,1
-26,95,0
-26,54,1
-26,-42,0
-26,-38,1
-26,84,0
-25,-57,1
-25,34,0
-25,-35,1
-25,-34,0
-24,82,1
-24,-79,0
-24,59,1
-24,58,0
-23,84,0
-23,61,0
-23,3,1
-23,0,0
-23,-76,1
-23,64,0
-23,-23,1
-23,-90,0
-22,-53,1
-22,-91,0
-22,24,1
-22,56,0
-22,-69,1
-22,-92,0
-22,-79,1
-21,36,0
-21,18,0
-21,-94,0
-21,80,1
-21,61,0
-21,40,0
-20,-12,0
-20,-66,0
-19,4,0
-19,14,0
-19,66,0
-19,-8,1
-19,47,0
-19,-46,1
-18,8,0
-18,76,0
-17,29,0
-17,-56,0
-17,-4,0
-16,-92,1
-16,59,0
-16,6,1
-16,-96,0
-15,20,0
-14,3,0
-14,-36,1
-14,0,0
-14,28,1
-13,17,0
-13,52,0
-12,90,1
-12,12,0
-12,-90,0
-11,-70,0
-11,-57,1
-11,-91,0
-10,-90,1
-10,-1,0
-10,-4,1
-10,-31,0
-10,-6,0
-9,-97,0
-9,72,0
-9,62,0
-9,-1,1
-9,68,0
-9,-20,1
-9,7,0
-8,85,1
-8,-6,0
-8,-73,1
-8,-13,0
-8,-81,1
-8,-1,0
-7,55,0
-7,-63,1
-7,-63,1
-7,-84,0
-7,-56,1
-7,19,0
-6,56,0
-5,-75,1
-5,30,0
-5,-66,0
-4,-50,0
-4,-92,0
-4,4,0
-3,44,1
-3,40,0
-3,-43,1
-3,-53,0
-3,-34,0
-3,-8,0
-2,66,1
-2,-19,0
-2,-84,0
-2,46,0
-2,-82,0
-2,12,0
-2,-26,0
-1,44,0
-1,-13,1
-1,-86,0
-1,15,1
-1,-40,0
-1,30,1
0,84,0
1,43,1
1,57,0
1,-58,0
1,7,0
1,-53,1
1,-74,1
1,-40,0
2,45,1
2,-30,0
2,-74,1
2,97,0
2,-18,1
2,-41,0
2,96,1
4,55,0
4,-4,1
4,-27,0
4,-53,1
4,-89,0
4,-11,1
4,-31,0
4,73,1
5,98,0
5,3,0
5,-52,0
5,4,1
6,5,0
6,-79,0
6,-39,0
6,0,0
6,-17,0
7,81,1
7,72,0
7,-82,0
7,55,0
7,20,1
7,53,0
7,-36,1
7,80,0
8,68,1
8,-78,0
9,-53,1
9,-79,0
9,-55,1
9,-75,0
9,17,1
9,95,0
9,56,0
9,21,0
10,34,1
10,-78,0
10,18,1
10,-44,0
10,54,0
11,-2,0
11,-97,1
11,3,0
11,69,1
11,-47,0
11,12,1
11,-47,0
11,92,0
12,16,0
12,32,1
12,-47,0
12,-86,1
12,-96,0
12,-14,1
12,50,1
13,85,0
13,15,0
13,-19,0
14,-3,1
14,-89,0
14,-40,1
14,-42,0
14,82,1
15,30,0
15,4,0
15,91,0
15,28,1
15,10,0
15,-57,0
16,-4,0
16,-75,1
17,18,0
17,-72,1
17,68,0
17,37,1
18,44,0
18,99,1
18,48,0
18,76,1
18,97,0
18,20,0
19,61,0
19,-48,1
19,-48,1
19,46,1
19,18,1
19,67,0
19,-9,0
20,98,0
20,89,1
20,19,0
20,-18,0
20,93,0
20,16,1
20,-92,0
20,-21,0
21,78,0
21,20,0
21,67,0
21,-29,0
22,75,0
22,11,1
22,-44,0
23,-75,0
23,83,0
24,-35,0
24,-60,0
24,59,1
24,11,0
24,-32,1
24,-66,0
25,61,1
25,-67,0
25,-54,1
25,2,0
25,14,1
25,46,1
25,-22,0
25,50,0
25,80,0
25,44,1
26,96,0
26,-45,0
27,-28,0
27,-48,1
27,41,0
27,-42,1
27,-39,0
27,-86,1
27,-3,0
28,-47,1
28,87,0
28,-78,1
29,11,0
29,-70,1
29,-76,0
29,-74,1
29,84,0
30,-2,1
30,-31,0
30,40,1
30,26,0
30,73,0
31,-16,0
31,-33,1
31,-14,0
32,6,1
32,100,0
32,-93,1
32,-5,0
32,58,1
32,54,0
32,74,1
32,64,0
32,-78,1
33,9,0
33,-8,1
33,-64,0
33,72,1
33,95,0
34,-65,1
35,-61,0
35,-17,0
35,88,0
36,48,1
36,-75,0
36,-74,1
36,6,0
36,-22,1
37,25,0
37,67,0
38,-8,0
38,77,1
38,-100,0
38,5,1
38,7,0
39,-54,1
39,-87,0
39,-99,1
39,-68,1
39,-23,0
39,6,0
39,59,0
40,-90,1
40,73,0
40,-99,0
40,34,0
40,47,0
41,-33,0
41,-20,1
41,-28,0
41,-12,1
42,-31,0
42,72,0
42,-22,0
42,0,1
42,-4,0
42,90,0
43,-99,0
43,-33,1
43,56,0
44,-57,1
44,48,0
44,-16,1
44,1,0
44,91,0
44,-50,0
45,2,1
45,92,0
45,46,0
45,28,1
45,-59,0
46,65,0
46,-31,0
46,52,1
46,-74,0
46,28,0
47,-99,0
47,74,0
47,-34,0
47,48,0
48,-97,0
48,31,1
48,2,0
48,-66,1
48,-69,0
49,61,1
49,-47,0
49,-46,1
49,81,0
49,20,1
49,38,0
49,-83,1
50,9,0
50,-79,1
50,-14,0
50,-38,1
50,28,0
50,-74,1
50,21,0
51,76,1
51,-41,1
51,93,0
52,95,0
52,-39,0
52,-6,1
52,10,0
53,42,1
53,15,0
53,8,1
53,-74,0
54,66,1
54,95,0
54,-97,1
54,-2,0
54,7,0
54,-45,0
55,48,1
55,-89,0
56,16,0
56,-87,0
56,-83,0
56,-8,0
57,-28,0
57,82,0
57,56,0
58,-20,0
58,70,1
58,-65,0
59,-74,1
59,42,0
59,-44,1
59,-59,0
59,4,1
59,-75,0
59,14,0
60,88,0
60,7,1
60,57,0
60,51,0
61,78,0
61,-62,1
61,-46,0
61,39,1
61,-38,0
61,46,1
61,73,0
61,32,1
61,-10,0
62,87,1
62,-69,0
62,-35,0
62,-39,0
63,-44,1
63,-23,0
63,2,1
63,-10,0
63,-36,1
63,92,0
64,81,1
64,44,0
65,-1,1
65,15,0
65,-80,1
66,-57,1
66,-99,0
66,-86,1
66,51,0
66,47,1
66,25,0
67,52,1
67,-95,0
67,20,1
67,-78,0
68,-74,1
68,33,0
68,-98,1
68,13,0
68,-93,1
68,-65,0
68,0,1
69,5,0
69,29,0
69,71,0
70,31,1
70,-66,0
70,-87,1
70,-24,0
70,77,1
70,20,0
71,8,1
71,35,0
71,-74,1
71,86,0
71,-55,1
72,12,1
72,-94,0
72,-53,0
72,-79,0
73,-75,1
73,-23,0
73,-58,1
73,45,0
73,-10,0
73,53,0
74,72,0
74,26,0
75,-97,1
75,47,0
75,20,1
75,68,0
75,81,1
75,-6,0
75,-79,1
75,46,0
75,69,1
75,18,0
75,30,1
75,36,0
76,16,0
76,16,0
76,-26,1
76,93,0
76,-30,1
76,38,0
76,-16,1
76,88,1
77,-56,0
77,70,0
77,-29,0
78,-84,1
78,-4,0
78,53,1
78,-21,0
78,46,1
79,72,0
79,-75,1
79,-16,0
79,12,1
80,34,0
80,55,0
80,-82,0
80,71,0
80,22,0
81,-43,0
81,-7,0
81,47,0
82,69,0
82,-86,0
82,58,0
82,-14,1
82,-61,0
83,11,1
83,-15,0
83,-36,1
83,54,0
83,-22,0
84,-67,1
84,44,0
84,-81,0
84,18,0
84,-17,1
84,68,0
84,49,1
85,-69,0
85,99,0
85,71,0
85,-87,1
85,-74,0
86,-46,1
86,-92,0
86,-45,0
86,36,0
87,29,1
87,99,0
87,49,0
87,24,0
87,96,0
87,-78,0
87,-58,0
88,91,0
88,8,1
88,36,0
88,57,0
88,90,0
88,1,1
89,19,0
89,-21,1
89,60,1
89,-45,0
89,43,0
89,61,0
89,-18,1
90,-75,0
90,27,0
90,5,0
91,77,0
91,-87,0
91,34,0
92,-6,0
92,-7,1
92,39,0
93,100,0
93,45,0
93,-53,1
93,-59,0
93,-28,1
93,-26,0
93,84,0
93,61,0
93,51,0
94,80,0
94,26,1
94,73,0
94,-60,1
94,79,0
94,-75,1
94,27,0
94,60,0
94,-69,1
95,87,0
95,-19,0
95,-60,0
96,92,1
96,-37,0
96,98,1
96,-33,0
96,-86,0
96,-47,0
97,28,1
97,-24,0
97,-45,0
98,-62,0
98,-71,0
98,25,0
98,22,1
98,-89,0
98,62,0
99,-65,0
99,-79,0
99,-89,0
99,-59,0
99,-35,0
99,45,0
100,22,0
100,-27,1
100,100,0
100,95,0
100,16,0
100,1,1
100,84,1
100,-58,0
0,0,0
